"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1644516000";"10.02.2022 20:00";"142,18";"142,18";"102,24";"142,18"
"1644519600";"10.02.2022 21:00";"130,08";"130,08";"51,99";"130,08"
"1644523200";"10.02.2022 22:00";"131,53";"131,53";"53,75";"131,53"
"1644526800";"10.02.2022 23:00";"148,19";"148,19";"64,08";"148,19"
"1644530400";"11.02.2022 00:00";"101,68";"101,68";"32,15";"101,68"
"1644534000";"11.02.2022 01:00";"90,06";"90,06";"25,43";"90,06"
"1644537600";"11.02.2022 02:00";"90,04";"90,04";"31,62";"90,04"
"1644541200";"11.02.2022 03:00";"90,03";"90,03";"43,02";"90,03"
"1644544800";"11.02.2022 04:00";"90,04";"90,04";"51,96";"90,04"
"1644548400";"11.02.2022 05:00";"90,1";"90,1";"60,07";"90,1"
"1644552000";"11.02.2022 06:00";"110";"110";"110";"110"
"1644555600";"11.02.2022 07:00";"140,03";"140,03";"126,27";"140,03"
"1644559200";"11.02.2022 08:00";"143,55";"143,55";"133,44";"143,55"
"1644562800";"11.02.2022 09:00";"191,32";"191,32";"149,93";"191,32"
"1644566400";"11.02.2022 10:00";"179,53";"179,53";"153,22";"179,53"
"1644570000";"11.02.2022 11:00";"151,36";"151,36";"133,33";"151,36"
"1644573600";"11.02.2022 12:00";"140,09";"140,09";"126,12";"140,09"
"1644577200";"11.02.2022 13:00";"140,03";"140,03";"124,37";"140,03"
"1644580800";"11.02.2022 14:00";"140,02";"140,02";"124,59";"140,02"
"1644584400";"11.02.2022 15:00";"139,23";"139,23";"125,35";"139,23"
"1644588000";"11.02.2022 16:00";"138,22";"138,22";"125,28";"138,22"
"1644591600";"11.02.2022 17:00";"131,66";"131,66";"127,4";"131,66"
"1644595200";"11.02.2022 18:00";"131,66";"131,66";"129,42";"131,66"
"1644598800";"11.02.2022 19:00";"137,42";"137,42";"128,67";"137,42"
"1644602400";"11.02.2022 20:00";"138,57";"138,57";"125,94";"138,57"
"1644606000";"11.02.2022 21:00";"127,06";"127,06";"101,65";"127,06"
"1644609600";"11.02.2022 22:00";"96,34";"96,34";"82,67";"96,34"
"1644613200";"11.02.2022 23:00";"73,46";"73,46";"73,46";"73,46"
"1644616800";"12.02.2022 00:00";"50,08";"50,08";"37,77";"50,08"
"1644620400";"12.02.2022 01:00";"24,99";"24,99";"24,99";"24,99"
"1644624000";"12.02.2022 02:00";"34,58";"34,58";"24,43";"34,58"
"1644627600";"12.02.2022 03:00";"60,02";"60,02";"15,94";"60,02"
"1644631200";"12.02.2022 04:00";"75,07";"75,07";"11,24";"75,07"
"1644634800";"12.02.2022 05:00";"75,1";"75,1";"14,21";"75,1"
"1644638400";"12.02.2022 06:00";"119,29";"119,29";"22,95";"119,29"
"1644642000";"12.02.2022 07:00";"123,59";"123,59";"17,18";"123,59"
"1644645600";"12.02.2022 08:00";"20,09";"20,09";"20,09";"20,09"
"1644649200";"12.02.2022 09:00";"119,23";"119,23";"36,96";"119,23"
"1644652800";"12.02.2022 10:00";"121,8";"121,8";"41,64";"121,8"
"1644656400";"12.02.2022 11:00";"120,7";"120,7";"36,59";"120,7"
"1644660000";"12.02.2022 12:00";"119,25";"119,25";"36,23";"119,25"
"1644663600";"12.02.2022 13:00";"35,32";"35,32";"35,32";"35,32"
"1644667200";"12.02.2022 14:00";"27,58";"27,58";"27,58";"27,58"
"1644670800";"12.02.2022 15:00";"29,18";"29,18";"29,18";"29,18"
"1644674400";"12.02.2022 16:00";"30,03";"30,03";"30,03";"30,03"
"1644678000";"12.02.2022 17:00";"171,56";"171,56";"55,78";"171,56"
"1644681600";"12.02.2022 18:00";"194,89";"194,89";"115,95";"194,89"
"1644685200";"12.02.2022 19:00";"188,15";"188,15";"115,46";"188,15"
"1644688800";"12.02.2022 20:00";"148,81";"148,81";"75,09";"148,81"
"1644692400";"12.02.2022 21:00";"119,26";"119,26";"45,09";"119,26"
"1644696000";"12.02.2022 22:00";"104,74";"104,74";"75,06";"104,74"
"1644699600";"12.02.2022 23:00";"65,01";"65,01";"65,01";"65,01"
"1644703200";"13.02.2022 00:00";"18,36";"18,36";"18,36";"18,36"
"1644706800";"13.02.2022 01:00";"15,97";"15,97";"15,97";"15,97"
"1644710400";"13.02.2022 02:00";"13,56";"13,56";"13,56";"13,56"
"1644714000";"13.02.2022 03:00";"11,46";"11,46";"11,46";"11,46"
"1644717600";"13.02.2022 04:00";"11,12";"11,12";"11,12";"11,12"
"1644721200";"13.02.2022 05:00";"10,96";"10,96";"10,96";"10,96"
"1644724800";"13.02.2022 06:00";"11,03";"11,03";"11,03";"11,03"
"1644728400";"13.02.2022 07:00";"23,42";"23,42";"10,81";"23,42"
"1644732000";"13.02.2022 08:00";"10,24";"10,24";"10,24";"10,24"
"1644735600";"13.02.2022 09:00";"11,11";"11,11";"11,11";"11,11"
"1644739200";"13.02.2022 10:00";"11,78";"11,78";"11,78";"11,78"
"1644742800";"13.02.2022 11:00";"12,83";"12,83";"12,83";"12,83"
"1644746400";"13.02.2022 12:00";"18,63";"18,63";"18,63";"18,63"
"1644750000";"13.02.2022 13:00";"17,94";"17,94";"17,94";"17,94"
"1644753600";"13.02.2022 14:00";"15,97";"15,97";"15,97";"15,97"
"1644757200";"13.02.2022 15:00";"12,48";"12,48";"12,48";"12,48"
"1644760800";"13.02.2022 16:00";"15,05";"15,05";"15,05";"15,05"
"1644764400";"13.02.2022 17:00";"58,75";"58,75";"24,98";"58,75"
"1644768000";"13.02.2022 18:00";"99,78";"99,78";"50,02";"99,78"
"1644771600";"13.02.2022 19:00";"70,09";"70,09";"58,04";"70,09"
"1644775200";"13.02.2022 20:00";"70,04";"70,04";"23,94";"70,04"
"1644778800";"13.02.2022 21:00";"12,8";"12,8";"12,8";"12,8"
"1644782400";"13.02.2022 22:00";"13,12";"13,12";"13,12";"13,12"
"1644786000";"13.02.2022 23:00";"17,24";"17,24";"13,25";"17,24"
"1644789600";"14.02.2022 00:00";"16,21";"16,21";"12,64";"16,21"
"1644793200";"14.02.2022 01:00";"13,07";"13,07";"13,07";"13,07"
"1644796800";"14.02.2022 02:00";"13,01";"13,01";"13,01";"13,01"
"1644800400";"14.02.2022 03:00";"12,94";"12,94";"12,94";"12,94"
"1644804000";"14.02.2022 04:00";"13,45";"13,45";"13,45";"13,45"
"1644807600";"14.02.2022 05:00";"14,68";"14,68";"14,68";"14,68"
"1644811200";"14.02.2022 06:00";"15,34";"15,34";"15,34";"15,34"
"1644814800";"14.02.2022 07:00";"58,21";"58,21";"58,21";"58,21"
"1644818400";"14.02.2022 08:00";"109,29";"109,29";"109,29";"109,29"
"1644822000";"14.02.2022 09:00";"108,35";"108,35";"108,35";"108,35"
"1644825600";"14.02.2022 10:00";"98,58";"98,58";"98,58";"98,58"
"1644829200";"14.02.2022 11:00";"94,91";"94,91";"94,91";"94,91"
"1644832800";"14.02.2022 12:00";"95,89";"95,89";"95,89";"95,89"
"1644836400";"14.02.2022 13:00";"98,52";"98,52";"98,52";"98,52"
"1644840000";"14.02.2022 14:00";"104,18";"104,18";"104,18";"104,18"
"1644843600";"14.02.2022 15:00";"104,44";"104,44";"104,44";"104,44"
"1644847200";"14.02.2022 16:00";"108,66";"108,66";"108,66";"108,66"
"1644850800";"14.02.2022 17:00";"107,83";"107,83";"107,83";"107,83"
"1644854400";"14.02.2022 18:00";"117,38";"117,38";"117,38";"117,38"
"1644858000";"14.02.2022 19:00";"116,78";"116,78";"116,78";"116,78"
"1644861600";"14.02.2022 20:00";"100,02";"100,02";"100,02";"100,02"
"1644865200";"14.02.2022 21:00";"37,87";"37,87";"37,87";"37,87"
"1644868800";"14.02.2022 22:00";"27,24";"27,24";"27,24";"27,24"
"1644872400";"14.02.2022 23:00";"60,05";"60,05";"56,42";"60,05"
"1644876000";"15.02.2022 00:00";"30,04";"30,04";"30,04";"30,04"
"1644879600";"15.02.2022 01:00";"55,04";"55,04";"36,86";"55,04"
"1644883200";"15.02.2022 02:00";"55,03";"55,03";"55,03";"55,03"
"1644886800";"15.02.2022 03:00";"47,7";"47,7";"47,7";"47,7"
"1644890400";"15.02.2022 04:00";"55,02";"55,02";"48,53";"55,02"
"1644894000";"15.02.2022 05:00";"55,06";"55,06";"54,91";"55,06"
"1644897600";"15.02.2022 06:00";"97,76";"97,76";"92,42";"97,76"
"1644901200";"15.02.2022 07:00";"120,05";"120,05";"109,99";"120,05"
"1644904800";"15.02.2022 08:00";"120,5";"120,5";"117,45";"120,5"
"1644908400";"15.02.2022 09:00";"121,31";"121,31";"118,92";"121,31"
"1644912000";"15.02.2022 10:00";"123,75";"123,75";"118,5";"123,75"
"1644915600";"15.02.2022 11:00";"121,31";"121,31";"114,11";"121,31"
"1644919200";"15.02.2022 12:00";"105,07";"105,07";"88,75";"105,07"
"1644922800";"15.02.2022 13:00";"121,31";"121,31";"68,45";"121,31"
"1644926400";"15.02.2022 14:00";"105,07";"105,07";"72,63";"105,07"
"1644930000";"15.02.2022 15:00";"105,05";"105,05";"88,95";"105,05"
"1644933600";"15.02.2022 16:00";"105,06";"105,06";"81,07";"105,06"
"1644937200";"15.02.2022 17:00";"120,01";"120,01";"107,58";"120,01"
"1644940800";"15.02.2022 18:00";"151,12";"151,12";"116,87";"151,12"
"1644944400";"15.02.2022 19:00";"114,95";"114,95";"114,95";"114,95"
"1644948000";"15.02.2022 20:00";"105,03";"105,03";"50,83";"105,03"
"1644951600";"15.02.2022 21:00";"54,5";"54,5";"25,07";"54,5"
"1644955200";"15.02.2022 22:00";"115,06";"115,06";"23,37";"115,06"
"1644958800";"15.02.2022 23:00";"98,24";"98,24";"20,05";"98,24"
"1644962400";"16.02.2022 00:00";"55,07";"55,07";"15,98";"55,07"
"1644966000";"16.02.2022 01:00";"50,02";"50,02";"13,99";"50,02"
"1644969600";"16.02.2022 02:00";"40,06";"40,06";"14,17";"40,06"
"1644973200";"16.02.2022 03:00";"14,67";"14,67";"14,67";"14,67"
"1644976800";"16.02.2022 04:00";"15,42";"15,42";"15,42";"15,42"
"1644980400";"16.02.2022 05:00";"40,01";"40,01";"19,11";"40,01"
"1644984000";"16.02.2022 06:00";"23";"23";"23";"23"
"1644987600";"16.02.2022 07:00";"88,97";"88,97";"88,97";"88,97"
"1644991200";"16.02.2022 08:00";"101,05";"101,05";"101,05";"101,05"
"1644994800";"16.02.2022 09:00";"105,09";"105,09";"105,09";"105,09"
"1644998400";"16.02.2022 10:00";"115,34";"115,34";"115,34";"115,34"
"1645002000";"16.02.2022 11:00";"118,55";"118,55";"118,55";"118,55"
"1645005600";"16.02.2022 12:00";"118,02";"118,02";"118,02";"118,02"
"1645009200";"16.02.2022 13:00";"115,38";"115,38";"115,38";"115,38"
"1645012800";"16.02.2022 14:00";"108,73";"108,73";"108,73";"108,73"
"1645016400";"16.02.2022 15:00";"101,99";"101,99";"101,99";"101,99"
"1645020000";"16.02.2022 16:00";"97,57";"97,57";"97,57";"97,57"
"1645023600";"16.02.2022 17:00";"99,11";"99,11";"99,11";"99,11"
"1645027200";"16.02.2022 18:00";"110,76";"110,76";"110,76";"110,76"
"1645030800";"16.02.2022 19:00";"110,61";"110,61";"110,61";"110,61"
"1645034400";"16.02.2022 20:00";"105,05";"105,05";"105,05";"105,05"
"1645038000";"16.02.2022 21:00";"78,74";"78,74";"78,74";"78,74"
"1645041600";"16.02.2022 22:00";"92,04";"92,04";"50,15";"92,04"
"1645045200";"16.02.2022 23:00";"42,48";"42,48";"42,48";"42,48"
"1645048800";"17.02.2022 00:00";"40,1";"40,1";"16,99";"40,1"
"1645052400";"17.02.2022 01:00";"17,49";"17,49";"17,49";"17,49"
"1645056000";"17.02.2022 02:00";"15,04";"15,04";"15,04";"15,04"
"1645059600";"17.02.2022 03:00";"15,02";"15,02";"15,02";"15,02"
"1645063200";"17.02.2022 04:00";"13,97";"13,97";"13,97";"13,97"
"1645066800";"17.02.2022 05:00";"15,04";"15,04";"15,04";"15,04"
"1645070400";"17.02.2022 06:00";"39,07";"39,07";"39,07";"39,07"
"1645074000";"17.02.2022 07:00";"90,04";"90,04";"90,04";"90,04"
"1645077600";"17.02.2022 08:00";"109,78";"109,78";"109,78";"109,78"
"1645081200";"17.02.2022 09:00";"107,23";"107,23";"107,23";"107,23"
"1645084800";"17.02.2022 10:00";"102,55";"102,55";"102,55";"102,55"
"1645088400";"17.02.2022 11:00";"95,06";"95,06";"95,06";"95,06"
"1645092000";"17.02.2022 12:00";"77,47";"77,47";"77,47";"77,47"
"1645095600";"17.02.2022 13:00";"65,06";"65,06";"65,06";"65,06"
"1645099200";"17.02.2022 14:00";"35,98";"35,98";"35,98";"35,98"
"1645102800";"17.02.2022 15:00";"42,68";"42,68";"42,68";"42,68"
"1645106400";"17.02.2022 16:00";"65,69";"65,69";"65,69";"65,69"
"1645110000";"17.02.2022 17:00";"105,05";"105,05";"86,08";"105,05"
"1645113600";"17.02.2022 18:00";"106,22";"106,22";"106,22";"106,22"
"1645117200";"17.02.2022 19:00";"107,84";"107,84";"107,84";"107,84"
"1645120800";"17.02.2022 20:00";"99,11";"99,11";"99,11";"99,11"
"1645124400";"17.02.2022 21:00";"59,94";"59,94";"59,94";"59,94"
"1645128000";"17.02.2022 22:00";"56,68";"56,68";"40,06";"56,68"
"1645131600";"17.02.2022 23:00";"35,08";"35,08";"35,08";"35,08"
"1645135200";"18.02.2022 00:00";"35,09";"35,09";"16";"35,09"
"1645138800";"18.02.2022 01:00";"30,01";"30,01";"13,24";"30,01"
"1645142400";"18.02.2022 02:00";"12,79";"12,79";"12,79";"12,79"
"1645146000";"18.02.2022 03:00";"12,75";"12,75";"12,75";"12,75"
"1645149600";"18.02.2022 04:00";"12,79";"12,79";"12,79";"12,79"
"1645153200";"18.02.2022 05:00";"30,06";"30,06";"13,16";"30,06"
"1645156800";"18.02.2022 06:00";"86,62";"86,62";"23,94";"86,62"
"1645160400";"18.02.2022 07:00";"94,02";"94,02";"27,03";"94,02"
"1645164000";"18.02.2022 08:00";"96";"96";"96";"96"
"1645167600";"18.02.2022 09:00";"99,85";"99,85";"99,85";"99,85"
"1645171200";"18.02.2022 10:00";"104,72";"104,72";"104,72";"104,72"
"1645174800";"18.02.2022 11:00";"95,8";"95,8";"95,8";"95,8"
"1645178400";"18.02.2022 12:00";"90,09";"90,09";"90,09";"90,09"
"1645182000";"18.02.2022 13:00";"95,57";"95,57";"93,16";"95,57"
"1645185600";"18.02.2022 14:00";"105";"105";"78,91";"105"
"1645189200";"18.02.2022 15:00";"67,53";"67,53";"67,53";"67,53"
"1645192800";"18.02.2022 16:00";"75,03";"75,03";"75,03";"75,03"
"1645196400";"18.02.2022 17:00";"95,08";"95,08";"95,08";"95,08"
"1645200000";"18.02.2022 18:00";"113,84";"113,84";"113,84";"113,84"
"1645203600";"18.02.2022 19:00";"118,07";"118,07";"118,07";"118,07"
"1645207200";"18.02.2022 20:00";"116,23";"116,23";"116,23";"116,23"
"1645210800";"18.02.2022 21:00";"109,97";"109,97";"109,97";"109,97"
"1645214400";"18.02.2022 22:00";"107,11";"107,11";"107,11";"107,11"
"1645218000";"18.02.2022 23:00";"99,39";"99,39";"99,39";"99,39"
"1645221600";"19.02.2022 00:00";"86,4";"86,4";"86,4";"86,4"
"1645225200";"19.02.2022 01:00";"25,09";"25,09";"25,09";"25,09"
"1645228800";"19.02.2022 02:00";"25,01";"25,01";"25,01";"25,01"
"1645232400";"19.02.2022 03:00";"16,63";"16,63";"16,63";"16,63"
"1645236000";"19.02.2022 04:00";"14,38";"14,38";"14,38";"14,38"
"1645239600";"19.02.2022 05:00";"19,92";"19,92";"19,92";"19,92"
"1645243200";"19.02.2022 06:00";"21,98";"21,98";"21,98";"21,98"
"1645246800";"19.02.2022 07:00";"23,99";"23,99";"23,99";"23,99"
"1645250400";"19.02.2022 08:00";"25";"25";"25";"25"
"1645254000";"19.02.2022 09:00";"59,39";"59,39";"59,39";"59,39"
"1645257600";"19.02.2022 10:00";"86,27";"86,27";"86,27";"86,27"
"1645261200";"19.02.2022 11:00";"87,89";"87,89";"87,89";"87,89"
"1645264800";"19.02.2022 12:00";"85,55";"85,55";"85,55";"85,55"
"1645268400";"19.02.2022 13:00";"69,85";"69,85";"69,85";"69,85"
"1645272000";"19.02.2022 14:00";"63,2";"63,2";"63,2";"63,2"
"1645275600";"19.02.2022 15:00";"63,95";"63,95";"63,95";"63,95"
"1645279200";"19.02.2022 16:00";"70,23";"70,23";"70,23";"70,23"
"1645282800";"19.02.2022 17:00";"90";"90";"90";"90"
"1645286400";"19.02.2022 18:00";"99,95";"99,95";"99,95";"99,95"
"1645290000";"19.02.2022 19:00";"114,69";"114,69";"114,69";"114,69"
"1645293600";"19.02.2022 20:00";"109,6";"109,6";"109,6";"109,6"
"1645297200";"19.02.2022 21:00";"95,06";"95,06";"95,06";"95,06"
"1645300800";"19.02.2022 22:00";"95,77";"95,77";"95,77";"95,77"
"1645304400";"19.02.2022 23:00";"91,75";"91,75";"91,75";"91,75"
"1645308000";"20.02.2022 00:00";"67,3";"67,3";"67,3";"67,3"
"1645311600";"20.02.2022 01:00";"35,02";"35,02";"35,02";"35,02"
"1645315200";"20.02.2022 02:00";"19,87";"19,87";"19,87";"19,87"
"1645318800";"20.02.2022 03:00";"20,18";"20,18";"20,18";"20,18"
"1645322400";"20.02.2022 04:00";"33,41";"33,41";"33,41";"33,41"
"1645326000";"20.02.2022 05:00";"50,06";"50,06";"50,06";"50,06"
"1645329600";"20.02.2022 06:00";"81,42";"81,42";"81,42";"81,42"
"1645333200";"20.02.2022 07:00";"78,08";"78,08";"78,08";"78,08"
"1645336800";"20.02.2022 08:00";"80,08";"80,08";"80,08";"80,08"
"1645340400";"20.02.2022 09:00";"88,28";"88,28";"88,28";"88,28"
"1645344000";"20.02.2022 10:00";"95,06";"95,06";"95,06";"95,06"
"1645347600";"20.02.2022 11:00";"98,22";"98,22";"98,22";"98,22"
"1645351200";"20.02.2022 12:00";"95,09";"95,09";"95,09";"95,09"
"1645354800";"20.02.2022 13:00";"88,15";"88,15";"88,15";"88,15"
"1645358400";"20.02.2022 14:00";"51,8";"51,8";"51,8";"51,8"
"1645362000";"20.02.2022 15:00";"75,01";"75,01";"52,87";"75,01"
"1645365600";"20.02.2022 16:00";"66,22";"66,22";"66,22";"66,22"
"1645369200";"20.02.2022 17:00";"95,02";"95,02";"73,03";"95,02"
"1645372800";"20.02.2022 18:00";"95,07";"95,07";"87,04";"95,07"
"1645376400";"20.02.2022 19:00";"95,03";"95,03";"94,23";"95,03"
"1645380000";"20.02.2022 20:00";"95,01";"95,01";"84,67";"95,01"
"1645383600";"20.02.2022 21:00";"86,57";"86,57";"86,57";"86,57"
"1645387200";"20.02.2022 22:00";"95,05";"95,05";"95,05";"95,05"
"1645390800";"20.02.2022 23:00";"87,3";"87,3";"87,3";"87,3"
"1645394400";"21.02.2022 00:00";"69,63";"69,63";"69,63";"69,63"
"1645398000";"21.02.2022 01:00";"45,09";"45,09";"45,09";"45,09"
"1645401600";"21.02.2022 02:00";"40,01";"40,01";"40,01";"40,01"
"1645405200";"21.02.2022 03:00";"31,87";"31,87";"31,87";"31,87"
"1645408800";"21.02.2022 04:00";"40,77";"40,77";"40,77";"40,77"
"1645412400";"21.02.2022 05:00";"47,62";"47,62";"47,62";"47,62"
"1645416000";"21.02.2022 06:00";"68,8";"68,8";"68,8";"68,8"
"1645419600";"21.02.2022 07:00";"97,57";"97,57";"97,57";"97,57"
"1645423200";"21.02.2022 08:00";"106,69";"106,69";"106,69";"106,69"
"1645426800";"21.02.2022 09:00";"110,06";"110,06";"110,06";"110,06"
"1645430400";"21.02.2022 10:00";"110,04";"110,04";"110,04";"110,04"
"1645434000";"21.02.2022 11:00";"109,99";"109,99";"109,99";"109,99"
"1645437600";"21.02.2022 12:00";"105,01";"105,01";"105,01";"105,01"
"1645441200";"21.02.2022 13:00";"92,02";"92,02";"92,02";"92,02"
"1645444800";"21.02.2022 14:00";"99,9";"99,9";"99,9";"99,9"
"1645448400";"21.02.2022 15:00";"104,92";"104,92";"104,92";"104,92"
"1645452000";"21.02.2022 16:00";"106,16";"106,16";"106,16";"106,16"
"1645455600";"21.02.2022 17:00";"100,98";"100,98";"100,98";"100,98"
"1645459200";"21.02.2022 18:00";"114,89";"114,89";"114,89";"114,89"
"1645462800";"21.02.2022 19:00";"116,95";"116,95";"116,95";"116,95"
"1645466400";"21.02.2022 20:00";"99,96";"99,96";"99,96";"99,96"
"1645470000";"21.02.2022 21:00";"50,05";"50,05";"50,05";"50,05"
"1645473600";"21.02.2022 22:00";"37,89";"37,89";"37,89";"37,89"
"1645477200";"21.02.2022 23:00";"21,79";"21,79";"21,79";"21,79"
"1645480800";"22.02.2022 00:00";"19,44";"19,44";"16,93";"19,44"
"1645484400";"22.02.2022 01:00";"35,02";"35,02";"35,02";"35,02"
"1645488000";"22.02.2022 02:00";"30,04";"30,04";"30,04";"30,04"
"1645491600";"22.02.2022 03:00";"33,93";"33,93";"33,93";"33,93"
"1645495200";"22.02.2022 04:00";"50,01";"50,01";"50,01";"50,01"
"1645498800";"22.02.2022 05:00";"56,03";"56,03";"56,03";"56,03"
"1645502400";"22.02.2022 06:00";"90,71";"90,71";"90,71";"90,71"
"1645506000";"22.02.2022 07:00";"117,86";"117,86";"117,86";"117,86"
"1645509600";"22.02.2022 08:00";"127,95";"127,95";"127,95";"127,95"
"1645513200";"22.02.2022 09:00";"206,51";"206,51";"206,51";"206,51"
"1645516800";"22.02.2022 10:00";"180,27";"180,27";"180,27";"180,27"
"1645520400";"22.02.2022 11:00";"144,08";"144,08";"144,08";"144,08"
"1645524000";"22.02.2022 12:00";"135,04";"135,04";"135,04";"135,04"
"1645527600";"22.02.2022 13:00";"121,25";"121,25";"121,25";"121,25"
"1645531200";"22.02.2022 14:00";"117,66";"117,66";"117,66";"117,66"
"1645534800";"22.02.2022 15:00";"118,87";"118,87";"118,87";"118,87"
"1645538400";"22.02.2022 16:00";"125,29";"125,29";"125,29";"125,29"
"1645542000";"22.02.2022 17:00";"136,7";"136,7";"136,7";"136,7"
"1645545600";"22.02.2022 18:00";"155,21";"155,21";"155,21";"155,21"
"1645549200";"22.02.2022 19:00";"162,62";"162,62";"162,62";"162,62"
"1645552800";"22.02.2022 20:00";"138,82";"138,82";"138,82";"138,82"
"1645556400";"22.02.2022 21:00";"117,66";"117,66";"117,66";"117,66"
"1645560000";"22.02.2022 22:00";"110,56";"110,56";"110,56";"110,56"
"1645563600";"22.02.2022 23:00";"108,42";"108,42";"108,42";"108,42"
"1645567200";"23.02.2022 00:00";"91,63";"91,63";"91,63";"91,63"
"1645570800";"23.02.2022 01:00";"97,96";"97,96";"97,96";"97,96"
"1645574400";"23.02.2022 02:00";"99,4";"99,4";"99,4";"99,4"
"1645578000";"23.02.2022 03:00";"91,36";"91,36";"91,36";"91,36"
"1645581600";"23.02.2022 04:00";"88,34";"88,34";"88,34";"88,34"
"1645585200";"23.02.2022 05:00";"97,32";"97,32";"97,32";"97,32"
"1645588800";"23.02.2022 06:00";"120";"120";"120";"120"
"1645592400";"23.02.2022 07:00";"128,42";"128,42";"128,42";"128,42"
"1645596000";"23.02.2022 08:00";"140,01";"140,01";"140,01";"140,01"
"1645599600";"23.02.2022 09:00";"213,68";"213,68";"213,68";"213,68"
"1645603200";"23.02.2022 10:00";"126,44";"126,44";"126,44";"126,44"
"1645606800";"23.02.2022 11:00";"110,88";"110,88";"110,88";"110,88"
"1645610400";"23.02.2022 12:00";"111,93";"111,93";"111,93";"111,93"
"1645614000";"23.02.2022 13:00";"109,95";"109,95";"109,95";"109,95"
"1645617600";"23.02.2022 14:00";"105,55";"105,55";"105,55";"105,55"
"1645621200";"23.02.2022 15:00";"100,9";"100,9";"100,9";"100,9"
"1645624800";"23.02.2022 16:00";"109,2";"109,2";"109,2";"109,2"
"1645628400";"23.02.2022 17:00";"113,38";"113,38";"113,38";"113,38"
"1645632000";"23.02.2022 18:00";"116,5";"116,5";"115,49";"116,5"
"1645635600";"23.02.2022 19:00";"119,49";"119,49";"115,33";"119,49"
"1645639200";"23.02.2022 20:00";"121,2";"121,2";"111,52";"121,2"
"1645642800";"23.02.2022 21:00";"121,2";"121,2";"65,42";"121,2"
"1645646400";"23.02.2022 22:00";"118,73";"118,73";"35,07";"118,73"
"1645650000";"23.02.2022 23:00";"35,1";"35,1";"35,1";"35,1"
"1645653600";"24.02.2022 00:00";"45,05";"45,05";"11,41";"45,05"
"1645657200";"24.02.2022 01:00";"113,26";"113,26";"11,71";"113,26"
"1645660800";"24.02.2022 02:00";"101,96";"101,96";"11,06";"101,96"
"1645664400";"24.02.2022 03:00";"34,75";"34,75";"10,85";"34,75"
"1645668000";"24.02.2022 04:00";"11,01";"11,01";"11,01";"11,01"
"1645671600";"24.02.2022 05:00";"12,05";"12,05";"12,05";"12,05"
"1645675200";"24.02.2022 06:00";"12,91";"12,91";"12,91";"12,91"
"1645678800";"24.02.2022 07:00";"60,03";"60,03";"13,77";"60,03"
"1645682400";"24.02.2022 08:00";"79,19";"79,19";"66,23";"79,19"
"1645686000";"24.02.2022 09:00";"90,05";"90,05";"90,05";"90,05"
"1645689600";"24.02.2022 10:00";"80,1";"80,1";"80,1";"80,1"
"1645693200";"24.02.2022 11:00";"95,01";"95,01";"95,01";"95,01"
"1645696800";"24.02.2022 12:00";"57,6";"57,6";"57,6";"57,6"
"1645700400";"24.02.2022 13:00";"58,85";"58,85";"58,85";"58,85"
"1645704000";"24.02.2022 14:00";"61,22";"61,22";"61,22";"61,22"
"1645707600";"24.02.2022 15:00";"101,38";"101,38";"101,38";"101,38"
"1645711200";"24.02.2022 16:00";"109,25";"109,25";"109,25";"109,25"
"1645714800";"24.02.2022 17:00";"111";"111";"111";"111"
"1645718400";"24.02.2022 18:00";"127,01";"127,01";"127,01";"127,01"
"1645722000";"24.02.2022 19:00";"127,37";"127,37";"127,37";"127,37"
"1645725600";"24.02.2022 20:00";"112,67";"122,31";"68,69";"112,67"
"1645729200";"24.02.2022 21:00";"107,43";"107,43";"41,42";"107,43"
"1645732800";"24.02.2022 22:00";"60,51";"64,93";"60,51";"60,51"
"1645736400";"24.02.2022 23:00";"44,01";"44,01";"44,01";"44,01"
"1645740000";"25.02.2022 00:00";"21,44";"21,44";"15,95";"21,44"
"1645743600";"25.02.2022 01:00";"15,96";"15,96";"15,96";"15,96"
"1645747200";"25.02.2022 02:00";"15,97";"15,97";"15,97";"15,97"
"1645750800";"25.02.2022 03:00";"15,92";"15,92";"15,92";"15,92"
"1645754400";"25.02.2022 04:00";"15,97";"15,97";"15,97";"15,97"
"1645758000";"25.02.2022 05:00";"20,68";"20,68";"20,68";"20,68"
"1645761600";"25.02.2022 06:00";"65,04";"65,04";"65,04";"65,04"
"1645765200";"25.02.2022 07:00";"109,93";"109,93";"109,93";"109,93"
"1645768800";"25.02.2022 08:00";"125,52";"125,52";"125,52";"125,52"
"1645772400";"25.02.2022 09:00";"125,02";"125,02";"125,02";"125,02"
"1645776000";"25.02.2022 10:00";"107,16";"107,16";"107,16";"107,16"
"1645779600";"25.02.2022 11:00";"98,38";"98,38";"98,38";"98,38"
"1645783200";"25.02.2022 12:00";"100,25";"100,25";"100,25";"100,25"
"1645786800";"25.02.2022 13:00";"89,93";"89,93";"89,93";"89,93"
"1645790400";"25.02.2022 14:00";"97,07";"97,07";"97,07";"97,07"
"1645794000";"25.02.2022 15:00";"93,67";"93,67";"93,67";"93,67"
"1645797600";"25.02.2022 16:00";"98,52";"98,52";"98,52";"98,52"
"1645801200";"25.02.2022 17:00";"119,54";"119,54";"119,54";"119,54"
